INNOMAR PHARMACY,"100 - 5898 Trapp Ave Burnaby, BC V3N 5G4 CANADA",604-563-2700,604-563-2701
ISLAND PHARMACY,"#13 - 575 North Road RR #3 Gabriola Island, BC V0R 1X3 CANADA",250-247-8310,250-247-8313
ISLAND PHARMACY # 1,"138 South Shore Road Box 38 Lake Cowichan, BC V0R 2G0 CANADA",250-749-3141,250-749-4315
ISLAND PHARMACY # 2,"62 Cowichan Lake Road Box 859 Lake Cowichan, BC V0R 2G0 CANADA",250-749-0149,250-749-7219
ISLAND PHARMACY # 3,"102 - 330 Festubert St Duncan, BC V9L 3S9 CANADA",250-746-7494,250-746-7493
ISLAND PHARMACY # 4,"192 Kenneth St Duncan, BC V9L 1N4 CANADA",250-746-4680,250-746-4682
ISLAND PHARMACY # 6,"26 - 1400 Cowichan Bay Rd RR 3 Cobble Hill, BC V0R 1L0 CANADA",250-743-1448,250-743-1480
ISLAND PHARMACY # 7,"PO Box 365 1769 Shawnigan Mill Bay Rd. Shawnigan Lake, BC V0R 2W0 CANADA",250-743-6977,250-743-6976
ISLAND PHARMACY # 8,"Unit A - 845 Deloume Rd RR 2 Mill Bay, BC V0R 2P2 CANADA",250-743-4421,250-743-8897
ISLAND PHARMACY #10,"#106 - 284 Helmcken Road Victoria, BC V9B 1T2 CANADA",250-881-8887,250-881-1210
JC PHARMACY,"211 - 3214 Douglas St Victoria, BC V8Z 3K6 CANADA",250-590-9080,250-590-8033
JEFF'S PHARMACY,"410 East Hastings Street Vancouver, BC V6A 1P7 CANADA",604-215-1229,604-215-1290
JERICHO PHARMACY & HEALTH FOOD STORE,"Unit 290 - 2083 Alma St. Vancouver, BC V6R 4N6 CANADA",604-228-8978,604-228-0798
JOE'S FAMILY PHARMACY,"7819D East Saanich Rd Saanichton, BC V8M 2B4 CANADA",778-426-2420,778-506-2391
KAMA HEALTH PHARMACY,"201 - 7350 King George Blvd Surrey, BC V3W 5A5 CANADA",1-888-533-9842,1-855-710-6444
KASLO COMMUNITY PHARMACY,"Box 550 403 Front St Kaslo, BC V0G 1M0 CANADA",250-353-2224,250-353-2336
KATZIE PHARMACY,"19700 Salish Rd Pitt Meadows, BC V3Y 2G1 CANADA",604-457-1030,604-457-1031
KERRISDALE MEDICINE CENTRE PHARMACY,"5591 West Boulevard Vancouver, BC V6M 3W6 CANADA",604-261-0333,604-261-0311
KING GEORGE MEDIC PHARMACY,"102 - 14333 104 Ave Surrey, BC V3T 0E1 CANADA",604-585-8866,604-585-7036
KINGSTONS PHARMACY,"10051 Whalley Blvd Surrey, BC V3T 4G1 CANADA",604-585-0525,604-585-0522
KINGSWAY PHARMACY,"1671 Kingsway Vancouver, BC V5N 2S2 CANADA",604-559-3784,604-559-3785
KIPP-MALLERY DALLAS PHARMACY IDA,"102 - 5170 Dallas Dr Kamloops, BC V2C 0C7 CANADA",778-469-5271,778-469-5274
KIPP-MALLERY LANDMARK PHARMACY,"Landmark Centre 207 755 McGill Rd Kamloops, BC V2C 0B6 CANADA",236-425-0025,236-425-0040
KIPP-MALLERY PHARMACY,"273 Victoria St. Kamloops, BC V2C 2A1 CANADA",250-372-2531,250-372-1736
KLEO'S PHARMACY REMEDY'SRX,"#90B - 1967 Trans Canada Hwy E Kamloops, BC V2C 4A4 CANADA",778-765-1444,778-765-1452
KNIGHTS PHARMACY,"330 Main St. Penticton, BC V2A 5C3 CANADA",250-492-8080,250-492-6699
KORNAK AND HAMM'S PHARMACY,"366 Yorston St. Williams Lake, BC V2G 4J5 CANADA",250-398-8177,250-398-7393
KRIPPS HEALTHCARE RX,"5413 West Blvd Vancouver, BC V6M 3W5 CANADA",604-687-2564,604-685-9721
KROLL'S SURREY PHARMACY LTD.,"#101 - 9645 137 St Surrey, BC V3T 4G8 CANADA",604-581-3636,604-581-3637
LAKESIDE MEDICINE CENTRE,"#112A - 2365 Gordon Drive Kelowna, BC V1W 3C2 CANADA",250-860-3100,250-860-3104
LAKESIDE PHARMACY,"374B Stuart Dr W Box 760 Fort St. James, BC V0J 1P0 CANADA",250-996-7202,250-996-7366
LALLICARE PHARMACY #1,"1139 Yates Street Victoria, BC V8V 3N2 CANADA",250-386-5100,250-386-5527
LALLICARE PHARMACY #2,"890H Esquimalt Rd Victoria, BC V9A 3M4 CANADA",250-477-3784,250-477-3785
LAMBERT-KIPP PHARMACY LTD.,"PO Box 2919 1301 - 7th Ave Invermere, BC V0A 1K0 CANADA",250-342-6612,250-342-6574
LANCASTER MEDICAL SUPPL. & PRESC. #1,"Unit 1 601 West Broadway Vancouver, BC V5Z 4C2 CANADA",604-873-8585,604-873-2381
LANCASTER MEDICAL SUPPL. & PRESC. #4,"#101 - 13710 94A Ave Surrey, BC V3V 1N1 CANADA",604-582-9181,604-582-9167
LANDMARK PHARMACY,"116 - 1631 Dickson Ave Kelowna, BC V1Y 0B5 CANADA",250-762-5031,250-762-5032
LANGDON PHARMACY,"108 - 2669 Langdon St Abbotsford, BC V2T 3L3 CANADA",604-746-7088,604-746-7089
LANGLEY PHARMACY,"101 - 5568 206 St Langley, BC V3A 7T1 CANADA",604-539-9799,604-539-9798
LATORIA PHARMACY,"115 - 611 Brookside Rd Victoria, BC V9C 0C3 CANADA",250-590-7012,250-590-7014
LAUREL PRESCRIPTIONS,"#102 - 888 West 8th Ave. Vancouver, BC V5Z 3Y1 CANADA",604-873-5511,604-873-5581
LG PHARMACY,"1519 Robson St Vancouver, BC V6G 1C3 CANADA",604-558-2006,604-974-5444
LIFECARE PHARMACY,"#101 - 1106 Austin Avenue Coquitlam, BC V3K 3P5 CANADA",604-937-5413,604-937-5414
LIFECONNECT PHARMACY,"102 - 5967 168 St Surrey, BC V3S 3X5 CANADA",604-372-0912,604-372-0913
LILLOOET I.D.A. PHARMACY,"P.O. Box 76 656 Main St Lillooet, BC V0K 1V0 CANADA",250-256-7538,250-256-4044
LINCOLN PHARMACY & COQUITLAM TRAVEL CLINIC,"137 - 3030 Lincoln Ave Coquitlam, BC V3B 6B4 CANADA",604-464-1033,604-464-1035
LITTLE PRAIRIE PHARMACY,"PO Box 1330 5016 50th Ave Chetwynd, BC V0C 1J0 CANADA",250-788-1060,1-833-909-2074
LIVING ROOM PHARMACY LTD.,"204 - 1530 Cliffe Ave Courtenay, BC V9N 2K4 CANADA",250-338-5665,250-338-5855
LIVING WELL - GUARDIAN PHARMACY + GIFT SHOP,"20 - 5725 Vedder Rd Chilliwack, BC V2R 3N4 CANADA",604-705-1007,604-705-1009
LOBLAW PHARMACY #1517,"350 Marine Dr SE Vancouver, BC V5X 2S5 CANADA",604-322-3706,604-322-7321
LOBLAW PHARMACY #1518,"1105 Eaton Centre 4700 Kingsway Burnaby, BC V5H 4M1 CANADA",604-439-4404,604-439-4466
LOBLAW PHARMACY #1519,"1301 Lougheed Highway Coquitlam, BC V3K 6P9 CANADA",604-520-8304,604-520-8348
LOBLAW PHARMACY #1520,"3185 Grandview Hwy. Vancouver, BC V5M 2E9 CANADA",604-436-6406,604-436-6446
LOBLAW PHARMACY #1521,"7550 King George Blvd Surrey, BC V3W 2T2 CANADA",604-599-3704,604-599-3705
LOBLAW PHARMACY #1522,"910 Columbia Street W. Kamloops, BC V2C 1L2 CANADA",250-371-6435,250-371-6433
LOBLAW PHARMACY #1523,"45779 Luckakuck Way Chilliwack, BC V2R 4E8 CANADA",604-824-4235,604-824-4233
LOBLAW PHARMACY #1524,"1424 Island Highway Campbell River, BC V9W 2E3 CANADA",250-830-2730,250-830-2733
LOBLAW PHARMACY #1525,"6435 Metral Dr Nanaimo, BC V9T 2L9 CANADA",250-390-5735,250-390-5732
LOBLAW PHARMACY #1526,"3000 Lougheed Hwy. Coquitlam, BC V3B 1C5 CANADA",604-468-6735,604-468-6732
LOBLAW PHARMACY #1527,"835 Langford Pky Victoria, BC V9B 4V5 CANADA",250-391-3130,250-391-3133
LOBLAW PHARMACY #1528,"757 Ryan Road Courtenay, BC V9N 3R6 CANADA",250-334-6935,250-334-6940
LOBLAW PHARMACY #1531,"5001 Anderson Way Vernon, BC V1T 9V1 CANADA",250-550-2335,250-550-2334
LOBLAW PHARMACY #1532,"100 - 2210 Main St Penticton, BC V2A 5H8 CANADA",250-487-7715,250-487-7711
LOBLAW PHARMACY #1551,"2332 160 St Surrey, BC V3Z 0R5 CANADA",778-545-0478,778-545-0480
LOBLAW PHARMACY #1552,"3020 Louie Dr Westbank, BC V4T 3E1 CANADA",250-707-7015,250-707-7011
LOBLAW PHARMACY #1553,"2100 - 17th St N Cranbrook, BC V1C 7J1 CANADA",250-420-2135,250-420-2132
LOBLAW PHARMACY #1554,"8195 120 St Delta, BC V4C 6P7 CANADA",604-592-5235,604-592-5232
LOBLAW PHARMACY #1555,"201 - 19800 Lougheed Hwy Pitt Meadows, BC V3Y 2W1 CANADA",604-460-4335,604-460-4333
LOBLAW PHARMACY #1556,"14650 - 104 Ave Surrey, BC V3R 1M3 CANADA",604-587-8535,604-587-8532
LOBLAW PHARMACY #1557,"4651 No. 3 Road Richmond, BC V6X 2C4 CANADA",604-233-2430,604-233-2432
LOBLAW PHARMACY #1558,"2855 Gladwin Rd Abbotsford, BC V2T 6Y4 CANADA",604-557-5235,604-557-5232
LOBLAW PHARMACY #1559,"32136 Lougheed Highway Mission, BC V2V 1A4 CANADA",604-820-6430,604-820-6433
LOBLAW PHARMACY #1560,"333 Seymour Blvd. North Vancouver, BC V7J 2J4 CANADA",604-904-5535,604-904-5533
LOBLAW PHARMACY #1561,"19851 Willowbrook Dr Langley, BC V2Y 1A7 CANADA",604-532-5430,604-532-5424
LOBLAW PHARMACY #1562,"2155 Ferry Ave Prince George, BC V2N 5E8 CANADA",250-960-1335,250-960-1344
LOBLAW PHARMACY #1563,"291 Cowichan Way Duncan, BC V9L 6P5 CANADA",250-746-0535,250-746-0540
LOBLAW PHARMACY #1564,"2280 Baron Rd Kelowna, BC V1X 7W3 CANADA",250-717-2535,250-717-2533
LOBLAW PHARMACY #4369,"3455 Johnston Rd Port Alberni, BC V9Y 8K1 CANADA",250-723-1624,250-723-1787
LOBLAW PHARMACY #4382,"215C Port Augusta St Comox, BC V9M 3M9 CANADA",250-339-6626,250-339-5593
LOBLAW PHARMACY #4399,"Unit 1 - 9831 98A Ave Fort St. John, BC V1J 1S3 CANADA",250-785-2547,250-785-5351
LOBLAW PHARMACY #4534,"142 - 8100 Rock Island Hwy. Trail, BC V1R 1M4 CANADA",250-368-8544,250-368-8093
LOBLAW PHARMACY #4590,"1650 Lonsdale Ave North Vancouver, BC V7M 2J3 CANADA",604-983-3332,604-983-3392
LOBLAW PHARMACY #4596,"455 North Rd Coquitlam, BC V3K 3V9 CANADA",604-937-1205,604-937-1209
LOBLAW PHARMACY #4612,"Box 2620 1792 9th Ave Fernie, BC V0B 1M0 CANADA",250-423-3264,250-423-8074
LOBLAW PHARMACY #4613,"49 - 700 Tranquille Rd Kamloops, BC V2B 3H9 CANADA",250-312-3326,250-312-3324
LOBLAW PHARMACY #4614,"127 - 1835 Gordon Drive Kelowna, BC V1Y 3H4 CANADA",250-861-1525,250-861-3941
LOBLAW PHARMACY #4616,"18765 Fraser Hwy RR 10 Surrey, BC V3S 8E7 CANADA",604-576-3126,604-576-6844
LOBLAW PHARMACY #4617,"Champlain Mall 7190 Kerr Street Vancouver, BC V5S 4W2 CANADA",604-430-3381,604-433-5347
LOBLAW PHARMACY #4627,"P.O. Box 2330 5530 Sunshine Coast Hwy Sechelt, BC V0N 3A0 CANADA",604-740-5765,604-740-5743
LOBLAW PHARMACY #4907,"2110 Ryley Avenue PO Box 2000 Vanderhoof, BC V0J 3A0 CANADA",250-567-6005,250-567-6009
LOBLAW PHARMACY #4979,"310 Broadway St W Vancouver, BC V5Y 1R2 CANADA",604-708-8084,604-708-8663
LOBLAW PHARMACY #4980,"22427 Dewdney Trunk Road Maple Ridge, BC V2W 1A1 CANADA",604-467-0753,604-467-2981
LOBLAW PHARMACY #4981,"1900 Garibaldi Way Box 190 Garibaldi Highlands, BC V0N 1T0 CANADA",604-898-6818,604-898-6821
LOBLAW PHARMACY #4982,"PO Box 940 7007 27th St Grand Forks, BC V0H 1H0 CANADA",250-442-5360,250-442-8170
LOBLAW PHARMACY #4983,"2335 Maple Drive E Quesnel, BC V2J 7J6 CANADA",250-747-2812,250-747-2879
LOBLAW PHARMACY #4984,"2760 Forksdale Ave Merritt, BC V1K 1R9 CANADA",250-378-2431,250-378-2971
LOBLAW PHARMACY #4985,"1501 Cook Street PO Box 850 Creston, BC V0B 1G0 CANADA",250-402-6025,250-402-6029
LOBLAW PHARMACY #6708,"846 Viewfield Road Victoria, BC V9A 4V1 CANADA",250-381-8266,250-953-0008
LOBLAW PHARMACY #6732,"2501 - 34th Street Vernon, BC V1T 9S3 CANADA",250-260-4558,250-260-4562
LOCK'S PRESCRIPTION PHARMACY LTD.,"Medical Dental Centre C/o Lock's Phcy 9181 Main St Chilliwack, BC V2P 4M9 CANADA",604-795-9488,604-792-0482
LONDON DRUGS # 2,"710 Granville St Vancouver, BC V6Z 1E4 CANADA",604-685-5292,604-685-5819
LONDON DRUGS # 3 - NEW WESTMINSTER,"Westminster Centre #100 - 555 Sixth St New Westminster, BC V3L 5H1 CANADA",604-524-1121,604-520-5417
LONDON DRUGS # 4 - BROADWAY,"525 Broadway W Vancouver, BC V5Z 1E6 CANADA",604-872-5177,604-872-5207
LONDON DRUGS # 5 - NORTH VANCOUVER,"2032 Lonsdale Ave. North Vancouver, BC V7M 2K5 CANADA",604-980-3661,604-980-6791
LONDON DRUGS # 6 - BURNABY,"4970 Kingsway Burnaby, BC V5H 2E2 CANADA",604-437-9621,604-435-0996
LONDON DRUGS # 7 - HASTINGS,"2585 E. Hastings St. Vancouver, BC V5K 1Z1 CANADA",604-253-4484,604-251-5401
LONDON DRUGS # 8 - SURREY,"10348 King George Blvd Surrey, BC V3T 2W5 CANADA",604-584-7300,604-581-6771
LONDON DRUGS # 9 - GUILDFORD,"2300 10355 152nd St Surrey, BC V3R 7B9 CANADA",604-588-7881,604-588-7347
