FORBES PHARMACY - GOLDSTREAM,"Unit 111 - 755 Goldstream Ave Victoria, BC V9B 2X4 CANADA",250-478-7300,250-478-7008
FORBES PHARMACY - GORGE,"603 Gorge Rd E Victoria, BC V8T 2W7 CANADA",250-590-8811,250-590-8824
FORBES PHARMACY - HELMCKEN,"120 - 27 Helmcken Rd Victoria, BC V8Z 5G5 CANADA",778-265-8181,778-265-7171
FORBES PHARMACY - MILLSTREAM,"105 - 2349 Millstream Rd Langford, BC V9B 3R5 CANADA",250-478-1600,250-478-0400
FORBES PHARMACY - PANDORA,"922 Pandora Ave Victoria, BC V8V 3P3 CANADA",250-385-3784,250-385-3700
FORBES PHARMACY - QUEEN CHARLOTTE,"P.O. Box 748 Queen Charlotte City, BC V0T 1S0 CANADA",250-559-4910,250-559-4915
FORBES PHARMACY SOOKE,"6691 Logan Lane Sooke, BC V9Z 1A5 CANADA",778-352-5040,778-352-5041
FORT NELSON PHARMACY,"4904 - 50th Ave. N. Box 540 Fort Nelson, BC V0C 1R0 CANADA",250-774-2323,250-774-2326
FORT ROYAL PHARMACY,"1803 Fort St Victoria, BC V8R 1J6 CANADA",250-590-3707,250-590-3708
FORT ROYAL PHARMACY HILLSIDE INC.,"50-797 Hillside Ave Victoria, BC V8T1Z5 CANADA",778-406-2022,778-406-2023
FORT ROYAL PHARMACY OAK BAY,"2217 Oak Bay Ave Victoria, BC V8R1G4 CANADA",250-590-9217,250-590-9218
FORT ST. JOHN PHARMACY AND WELLNESS CENTRE,"#300 - 9730 - 101st Ave Fort St. John, BC V1J 2A8 CANADA",250-785-7696,250-785-3242
